PlayKey,time,event,x,y,dir,dis,o,s
43540-3-71,9.7,,101.43,28.38,311.34,0.0,257.85,0.01
43540-3-71,9.8,,101.43,28.38,308.3,0.0,258.05,0.01
43540-3-71,9.9,,101.43,28.38,304.93,0.0,258.25,0.01
43540-3-71,10.0,,101.42,28.38,301.98,0.0,258.43,0.02
43540-3-71,10.1,,101.42,28.38,300.32,0.0,258.61,0.02
43540-3-71,10.2,,101.42,28.38,299.51,0.0,258.77,0.02
43540-3-71,10.3,,101.42,28.38,299.63,0.0,258.91,0.02
43540-3-71,10.4,,101.41,28.38,300.4,0.0,259.01,0.02
43540-3-71,10.5,,101.41,28.38,301.02,0.0,259.09,0.02
43540-3-71,10.6,,101.41,28.38,303.9,0.0,259.13,0.02
43540-3-71,10.7,,101.41,28.39,306.3,0.0,259.15,0.02
43540-3-71,10.8,,101.41,28.39,309.46,0.0,259.12,0.02
43540-3-71,10.9,,101.41,28.39,314.35,0.0,259.05,0.02
43540-3-71,11.0,huddle_break_offense,101.41,28.39,318.13,0.0,258.93,0.02
43540-3-71,11.1,,101.41,28.39,319.96,0.0,258.78,0.02
43540-3-71,11.2,,101.41,28.39,320.6,0.0,258.58,0.02
43540-3-71,11.3,,101.41,28.39,319.5,0.0,258.34,0.03
43540-3-71,11.4,,101.41,28.39,316.24,0.0,258.06,0.05
43540-3-71,11.5,,101.4,28.39,313.73,0.0,257.77,0.13
43540-3-71,11.6,,101.4,28.4,312.41,0.0,257.47,0.3
43540-3-71,11.7,,101.4,28.4,311.81,0.0,257.14,0.47
43540-3-71,11.8,,101.4,28.4,311.69,0.0,256.71,0.6
43540-3-71,11.9,,101.4,28.4,310.93,0.0,255.83,0.68
43540-3-71,12.0,,101.39,28.41,309.98,0.01,253.99,0.74
43540-3-71,12.1,,101.39,28.41,308.96,0.01,251.21,0.79
43540-3-71,12.2,,101.38,28.42,307.98,0.01,247.74,0.84
43540-3-71,12.3,,101.35,28.45,307.37,0.04,243.65,0.91
43540-3-71,12.4,,101.24,28.55,306.38,0.15,238.9,0.97
43540-3-71,12.5,,101.01,28.75,305.12,0.31,233.68,1.03
43540-3-71,12.6,,100.77,28.96,304.14,0.31,228.11,1.09
43540-3-71,12.7,,100.6,29.1,303.08,0.22,222.24,1.14
43540-3-71,12.8,,100.48,29.19,302.23,0.15,216.07,1.19
43540-3-71,12.9,,100.39,29.24,301.28,0.11,209.79,1.23
43540-3-71,13.0,,100.3,29.28,300.52,0.1,203.8,1.28
43540-3-71,13.1,,100.21,29.32,299.95,0.1,198.42,1.32
43540-3-71,13.2,,100.11,29.38,299.28,0.12,194.01,1.35
43540-3-71,13.3,,100.0,29.43,297.88,0.12,190.59,1.32
43540-3-71,13.4,,99.89,29.46,294.78,0.11,187.75,1.19
43540-3-71,13.5,,99.79,29.49,291.17,0.11,185.41,1.06
43540-3-71,13.6,,99.69,29.52,287.9,0.1,183.57,0.98
43540-3-71,13.7,,99.59,29.54,285.6,0.1,182.08,0.94
43540-3-71,13.8,,99.5,29.56,283.76,0.1,180.72,0.92
43540-3-71,13.9,,99.4,29.58,282.43,0.09,179.55,0.9
43540-3-71,14.0,,99.31,29.61,281.22,0.09,178.67,0.88
43540-3-71,14.1,,99.23,29.64,279.45,0.09,177.98,0.85
43540-3-71,14.2,,99.14,29.66,278.08,0.09,177.17,0.81
43540-3-71,14.3,,99.06,29.65,277.43,0.08,176.11,0.77
43540-3-71,14.4,,98.98,29.65,276.96,0.07,174.99,0.73
43540-3-71,14.5,,98.92,29.65,277.05,0.07,174.05,0.69
43540-3-71,14.6,,98.85,29.64,277.12,0.07,173.81,0.66
43540-3-71,14.7,,98.79,29.63,276.91,0.07,173.97,0.62
43540-3-71,14.8,,98.73,29.63,276.52,0.06,174.72,0.58
43540-3-71,14.9,,98.67,29.63,275.42,0.06,176.04,0.54
43540-3-71,15.0,,98.6,29.63,274.25,0.06,177.91,0.5
43540-3-71,15.1,,98.55,29.64,273.15,0.05,180.21,0.46
43540-3-71,15.2,,98.51,29.64,273.49,0.05,182.92,0.42
43540-3-71,15.3,,98.48,29.65,273.53,0.03,186.16,0.37
43540-3-71,15.4,,98.45,29.67,273.54,0.03,190.15,0.34
43540-3-71,15.5,line_set,98.42,29.69,273.85,0.04,195.16,0.29
43540-3-71,15.6,,98.39,29.69,275.64,0.03,200.76,0.26
43540-3-71,15.7,,98.37,29.7,276.6,0.02,206.43,0.22
43540-3-71,15.8,,98.35,29.7,277.71,0.02,211.59,0.19
43540-3-71,15.9,,98.33,29.7,279.0,0.02,216.47,0.15
43540-3-71,16.0,,98.31,29.7,281.64,0.02,220.84,0.11
43540-3-71,16.1,,98.31,29.7,284.34,0.0,224.64,0.08
43540-3-71,16.2,,98.31,29.69,285.03,0.01,227.95,0.06
43540-3-71,16.3,,98.32,29.68,283.48,0.01,230.85,0.03
43540-3-71,16.4,,98.32,29.68,107.7,0.01,233.36,0.01
43540-3-71,16.5,,98.33,29.68,100.35,0.01,235.31,0.03
43540-3-71,16.6,,98.33,29.67,110.19,0.0,236.55,0.05
43540-3-71,16.7,,98.33,29.67,111.53,0.01,236.85,0.07
43540-3-71,16.8,,98.34,29.68,117.46,0.01,236.38,0.09
43540-3-71,16.9,,98.35,29.68,118.95,0.01,235.24,0.1
43540-3-71,17.0,,98.36,29.68,117.4,0.01,233.72,0.1
43540-3-71,17.1,,98.38,29.68,112.67,0.01,231.79,0.1
43540-3-71,17.2,,98.4,29.68,109.15,0.02,229.43,0.1
43540-3-71,17.3,,98.42,29.69,102.59,0.03,226.71,0.12
43540-3-71,17.4,,98.45,29.68,94.18,0.03,223.88,0.16
43540-3-71,17.5,,98.46,29.67,86.56,0.02,221.19,0.25
43540-3-71,17.6,,98.47,29.66,81.62,0.02,218.8,0.36
43540-3-71,17.7,,98.47,29.63,78.53,0.02,216.77,0.5
43540-3-71,17.8,,98.46,29.62,76.36,0.02,215.17,0.63
43540-3-71,17.9,,98.47,29.62,75.04,0.0,213.97,0.78
43540-3-71,18.0,,98.48,29.62,75.01,0.01,213.47,0.93
43540-3-71,18.1,,98.49,29.62,75.52,0.02,214.29,1.09
43540-3-71,18.2,ball_snap,98.53,29.63,75.69,0.04,216.74,1.26
43540-3-71,18.3,,98.61,29.66,75.82,0.09,220.97,1.45
43540-3-71,18.4,,98.77,29.7,75.75,0.16,226.87,1.65
43540-3-71,18.5,,98.98,29.77,75.97,0.22,233.93,1.85
43540-3-71,18.6,,99.22,29.85,76.33,0.25,241.69,2.04
43540-3-71,18.7,,99.46,29.95,77.02,0.26,249.44,2.24
43540-3-71,18.8,,99.71,30.04,77.95,0.27,256.69,2.43
43540-3-71,18.9,,99.99,30.11,78.94,0.29,263.02,2.61
43540-3-71,19.0,,100.31,30.18,79.79,0.32,268.32,2.78
43540-3-71,19.1,,100.63,30.25,80.58,0.33,272.58,2.94
43540-3-71,19.2,,100.97,30.32,81.26,0.35,275.89,3.06
43540-3-71,19.3,,101.33,30.4,82.09,0.36,277.59,3.13
43540-3-71,19.4,,101.69,30.46,83.17,0.37,277.52,3.15
43540-3-71,19.5,handoff,102.04,30.5,84.33,0.35,275.21,3.15
43540-3-71,19.6,,102.39,30.52,85.65,0.35,270.56,3.13
43540-3-71,19.7,,102.74,30.53,86.96,0.34,264.4,3.1
43540-3-71,19.8,,103.08,30.52,88.11,0.35,257.37,3.05
43540-3-71,19.9,,103.42,30.51,89.11,0.34,249.8,2.96
43540-3-71,20.0,,103.75,30.5,90.32,0.33,241.68,2.85
43540-3-71,20.1,,104.05,30.49,91.82,0.3,233.19,2.71
43540-3-71,20.2,,104.35,30.48,93.67,0.3,224.67,2.56
43540-3-71,20.3,,104.62,30.44,95.61,0.26,216.37,2.4
43540-3-71,20.4,first_contact,104.86,30.41,97.31,0.25,208.28,2.24
43540-3-71,20.5,,105.08,30.37,99.13,0.23,200.7,2.07
43540-3-71,20.6,,105.29,30.33,101.15,0.21,193.74,1.9
43540-3-71,20.7,,105.47,30.29,103.33,0.19,187.52,1.72
43540-3-71,20.8,,105.63,30.26,106.04,0.16,182.37,1.54
43540-3-71,20.9,,105.75,30.22,109.17,0.13,178.05,1.36
43540-3-71,21.0,,105.85,30.17,113.02,0.11,174.31,1.19
43540-3-71,21.1,,105.93,30.1,118.07,0.1,171.03,1.04
43540-3-71,21.2,,105.99,30.04,123.76,0.09,168.59,0.9
43540-3-71,21.3,,106.04,29.99,130.62,0.08,166.62,0.77
43540-3-71,21.4,,106.08,29.93,139.32,0.07,164.62,0.65
43540-3-71,21.5,tackle,106.1,29.87,150.87,0.07,162.63,0.56
43540-3-71,21.6,,106.1,29.81,164.99,0.06,160.95,0.51
43540-3-71,21.7,,106.09,29.75,179.5,0.06,159.63,0.49
43540-3-71,21.8,,106.06,29.7,192.88,0.06,158.46,0.49
43540-3-71,21.9,,106.03,29.66,203.47,0.06,157.5,0.51
43540-3-71,22.0,,106.0,29.6,212.42,0.06,156.41,0.54
43540-3-71,22.1,,105.96,29.55,218.62,0.07,155.6,0.58
43540-3-71,22.2,,105.91,29.51,223.98,0.06,154.86,0.63
43540-3-71,22.3,,105.84,29.49,228.67,0.07,154.25,0.67
43540-3-71,22.4,,105.78,29.46,232.69,0.07,153.41,0.71
43540-3-71,22.5,,105.71,29.42,235.04,0.08,152.81,0.74
43540-3-71,22.6,,105.63,29.38,236.45,0.08,152.63,0.77
43540-3-71,22.7,,105.56,29.36,237.48,0.08,152.82,0.8
43540-3-71,22.8,,105.48,29.32,238.27,0.08,152.99,0.83
43540-3-71,22.9,,105.41,29.28,240.03,0.08,153.19,0.84
43540-3-71,23.0,,105.33,29.22,241.78,0.1,153.41,0.86
43540-3-71,23.1,,105.26,29.17,242.06,0.09,153.57,0.88
43540-3-71,23.2,,105.17,29.14,241.88,0.09,153.8,0.89
43540-3-71,23.3,,105.09,29.1,242.34,0.09,153.95,0.89
43540-3-71,23.4,,105.01,29.04,242.96,0.1,153.98,0.9
43540-3-71,23.5,,104.93,28.98,242.84,0.1,153.99,0.91
43540-3-71,23.6,,104.84,28.92,242.65,0.1,154.12,0.92
43540-3-71,23.7,,104.76,28.87,242.91,0.09,154.4,0.93
43540-3-71,23.8,,104.68,28.84,243.4,0.09,154.7,0.93
43540-3-71,23.9,,104.6,28.82,244.22,0.09,154.83,0.93
43540-3-71,24.0,,104.51,28.77,244.61,0.09,155.0,0.93
43540-3-71,24.1,,104.43,28.74,244.72,0.09,155.24,0.94
43540-3-71,24.2,,104.35,28.71,244.93,0.09,155.42,0.95
43540-3-71,24.3,,104.26,28.68,245.99,0.09,155.56,0.94
43540-3-71,24.4,,104.18,28.64,247.51,0.1,155.85,0.94
43540-3-71,24.5,,104.09,28.6,248.24,0.1,156.16,0.93
43540-3-71,24.6,,104.0,28.56,248.35,0.09,156.64,0.93
43540-3-71,24.7,,103.91,28.53,248.44,0.09,157.24,0.92
43540-3-71,24.8,,103.83,28.49,247.96,0.09,157.95,0.92
43540-3-71,24.9,,103.74,28.45,247.95,0.1,158.47,0.91
43540-3-71,25.0,,103.64,28.41,247.47,0.11,158.74,0.91
43540-3-71,25.1,,103.55,28.37,247.18,0.1,158.85,0.9
43540-3-71,25.2,,103.46,28.35,246.23,0.09,158.66,0.89
43540-3-71,25.3,,103.36,28.33,245.17,0.09,158.21,0.88
43540-3-71,25.4,,103.28,28.3,243.39,0.09,157.69,0.87
43540-3-71,25.5,,103.21,28.26,242.68,0.08,157.12,0.87
43540-3-71,25.6,,103.14,28.23,242.5,0.08,156.42,0.86
43540-3-71,25.7,,103.06,28.2,241.52,0.08,155.69,0.86
43540-3-71,25.8,,102.99,28.16,240.79,0.08,154.82,0.85
43540-3-71,25.9,,102.93,28.11,240.5,0.08,153.89,0.84
43540-3-71,26.0,,102.85,28.08,239.12,0.08,152.81,0.83
43540-3-71,26.1,,102.79,28.03,237.91,0.08,151.89,0.83
43540-3-71,26.2,,102.73,27.97,237.82,0.08,151.26,0.82
43540-3-71,26.3,,102.68,27.89,236.57,0.09,151.01,0.82
43540-3-71,26.4,,102.61,27.85,236.43,0.08,151.13,0.82
43540-3-71,26.5,,102.54,27.82,236.18,0.09,151.43,0.81
43540-3-71,26.6,,102.47,27.76,235.98,0.08,151.87,0.81
43540-3-71,26.7,,102.4,27.71,235.61,0.09,152.36,0.81
43540-3-71,26.8,,102.33,27.67,235.06,0.08,152.85,0.81
43540-3-71,26.9,,102.27,27.61,234.22,0.09,153.3,0.81
43540-3-71,27.0,,102.2,27.56,234.53,0.09,153.69,0.81
43540-3-71,27.1,,102.11,27.54,235.39,0.09,154.09,0.8
43540-3-71,27.2,,102.05,27.48,236.49,0.08,154.56,0.79
43540-3-71,27.3,,101.98,27.44,235.75,0.08,154.97,0.78
43540-3-71,27.4,,101.92,27.41,235.13,0.07,155.38,0.76
43540-3-71,27.5,,101.85,27.38,235.49,0.07,155.8,0.75
43540-3-71,27.6,,101.79,27.33,235.34,0.08,156.3,0.72
43540-3-71,27.7,,101.73,27.27,234.71,0.08,157.2,0.7
43540-3-71,27.8,,101.67,27.23,235.43,0.08,158.51,0.67
43540-3-71,27.9,,101.61,27.19,235.88,0.07,160.13,0.62
43540-3-71,28.0,,101.55,27.15,234.53,0.07,161.95,0.58
43540-3-71,28.1,,101.5,27.11,235.29,0.07,164.36,0.53
43540-3-71,28.2,,101.45,27.06,235.26,0.07,167.08,0.49
43540-3-71,28.3,,101.41,27.03,234.93,0.05,169.89,0.45
43540-3-71,28.4,,101.37,27.0,234.78,0.05,172.71,0.4
43540-3-71,28.5,,101.33,26.97,235.73,0.04,175.6,0.35
43540-3-71,28.6,,101.3,26.94,238.79,0.04,178.49,0.3
43540-3-71,28.7,,101.28,26.93,242.49,0.03,181.31,0.25
43540-3-71,28.8,,101.27,26.93,247.81,0.01,183.96,0.2
43540-3-71,28.9,,101.26,26.93,254.61,0.01,186.13,0.15
43540-3-71,29.0,,101.26,26.94,266.71,0.0,187.84,0.12
43540-3-71,29.1,,101.26,26.94,285.83,0.01,189.3,0.09
43540-3-71,29.2,,101.26,26.95,306.17,0.01,190.61,0.07
43540-3-71,29.3,,101.26,26.96,330.63,0.01,191.41,0.07
43540-3-71,29.4,,101.27,26.98,350.02,0.01,192.01,0.07
43540-3-71,29.5,,101.27,27.0,3.52,0.02,192.54,0.08
43540-3-71,29.6,,101.27,27.02,12.59,0.03,192.92,0.09
43540-3-71,29.7,,101.28,27.05,18.46,0.03,193.19,0.09
43540-3-72,0.0,line_set,96.42,29.66,265.76,0.03,164.91,0.27
43540-3-72,0.1,,96.39,29.65,267.0,0.03,166.02,0.23
43540-3-72,0.2,,96.38,29.65,267.93,0.02,167.07,0.2
43540-3-72,0.3,,96.36,29.65,269.45,0.01,168.16,0.16
43540-3-72,0.4,,96.36,29.65,270.43,0.01,170.07,0.13
43540-3-72,0.5,,96.36,29.65,273.04,0.0,172.14,0.1
43540-3-72,0.6,,96.36,29.65,273.51,0.0,174.7,0.09
43540-3-72,0.7,,96.36,29.65,272.43,0.01,177.59,0.08
43540-3-72,0.8,,96.36,29.66,271.51,0.01,180.42,0.06
43540-3-72,0.9,,96.35,29.66,270.78,0.01,182.66,0.04
43540-3-72,1.0,,96.35,29.66,275.5,0.0,184.09,0.03
43540-3-72,1.1,,96.34,29.66,279.45,0.0,185.26,0.02
43540-3-72,1.2,,96.34,29.66,264.92,0.0,186.33,0.01
43540-3-72,1.3,,96.34,29.66,262.14,0.0,187.48,0.01
43540-3-72,1.4,,96.34,29.66,266.43,0.0,188.52,0.01
43540-3-72,1.5,,96.34,29.66,261.56,0.0,189.36,0.01
43540-3-72,1.6,,96.34,29.66,203.75,0.0,189.97,0.01
43540-3-72,1.7,,96.34,29.66,170.51,0.0,190.42,0.02
43540-3-72,1.8,,96.34,29.66,146.01,0.0,190.77,0.03
43540-3-72,1.9,,96.34,29.66,137.56,0.0,191.07,0.11
43540-3-72,2.0,,96.34,29.65,136.52,0.0,191.31,0.35
43540-3-72,2.1,,96.34,29.65,136.3,0.0,191.47,0.64
43540-3-72,2.2,,96.35,29.65,136.1,0.0,191.45,0.89
43540-3-72,2.3,,96.35,29.65,136.35,0.0,190.72,1.1
43540-3-72,2.4,,96.35,29.64,136.69,0.0,187.85,1.31
43540-3-72,2.5,ball_snap,96.36,29.64,137.37,0.01,182.66,1.54
43540-3-72,2.6,,96.36,29.63,137.55,0.01,176.12,1.78
43540-3-72,2.7,,96.38,29.61,137.44,0.03,168.26,2.03
43540-3-72,2.8,,96.48,29.51,137.11,0.14,158.34,2.28
43540-3-72,2.9,,96.78,29.2,136.7,0.43,145.23,2.54
43540-3-72,3.0,,97.14,28.83,136.32,0.51,127.73,2.8
43540-3-72,3.1,,97.46,28.51,135.72,0.45,107.31,3.06
43540-3-72,3.2,,97.71,28.23,135.18,0.38,88.25,3.32
43540-3-72,3.3,,97.96,27.95,134.57,0.37,73.83,3.57
43540-3-72,3.4,,98.22,27.63,134.14,0.42,63.92,3.82
43540-3-72,3.5,,98.5,27.3,133.56,0.44,57.08,4.05
43540-3-72,3.6,,98.81,26.97,132.94,0.45,51.56,4.27
43540-3-72,3.7,,99.14,26.64,132.32,0.47,47.98,4.42
43540-3-72,3.8,,99.48,26.33,131.7,0.47,46.86,4.4
43540-3-72,3.9,,99.82,26.01,131.07,0.47,47.64,4.31
43540-3-72,4.0,handoff,100.19,25.71,130.53,0.48,50.38,4.26
43540-3-72,4.1,,100.56,25.41,130.03,0.48,54.81,4.23
43540-3-72,4.2,,100.93,25.13,129.53,0.46,60.17,4.19
43540-3-72,4.3,,101.29,24.85,128.86,0.46,66.19,4.11
43540-3-72,4.4,,101.65,24.61,128.34,0.43,72.14,4.01
43540-3-72,4.5,,102.01,24.38,128.04,0.43,77.78,3.9
43540-3-72,4.6,,102.37,24.16,127.91,0.42,83.1,3.76
43540-3-72,4.7,,102.69,23.94,128.02,0.39,88.06,3.61
43540-3-72,4.8,,102.99,23.73,128.25,0.36,92.74,3.44
43540-3-72,4.9,,103.28,23.53,128.93,0.35,96.89,3.25
43540-3-72,5.0,,103.53,23.34,129.88,0.32,100.68,3.04
43540-3-72,5.1,,103.77,23.16,131.0,0.29,104.21,2.87
43540-3-72,5.2,,103.98,22.98,132.32,0.27,106.95,2.67
43540-3-72,5.3,,104.17,22.82,134.41,0.26,108.82,2.47
43540-3-72,5.4,,104.34,22.65,137.09,0.24,109.96,2.28
43540-3-72,5.5,,104.48,22.48,140.57,0.22,110.76,2.09
43540-3-72,5.6,,104.6,22.32,144.6,0.2,111.63,1.9
43540-3-72,5.7,,104.69,22.17,149.23,0.17,113.12,1.73
43540-3-72,5.8,,104.75,22.03,154.96,0.16,115.0,1.57
43540-3-72,5.9,,104.77,21.89,161.66,0.14,117.02,1.43
43540-3-72,6.0,,104.83,21.75,169.15,0.16,119.17,1.32
43540-3-72,6.1,,104.85,21.61,177.71,0.13,121.63,1.24
43540-3-72,6.2,,104.83,21.49,186.69,0.12,124.23,1.18
43540-3-72,6.3,,104.81,21.37,196.0,0.12,127.21,1.15
43540-3-72,6.4,,104.75,21.25,205.18,0.13,130.8,1.15
43540-3-72,6.5,,104.67,21.16,213.61,0.13,134.95,1.17
43540-3-72,6.6,,104.58,21.06,221.23,0.13,139.5,1.21
43540-3-72,6.7,,104.47,20.97,227.62,0.14,144.24,1.25
43540-3-72,6.8,,104.34,20.89,233.01,0.15,148.94,1.3
43540-3-72,6.9,,104.21,20.82,238.28,0.15,153.24,1.37
43540-3-72,7.0,,104.07,20.77,242.67,0.16,157.13,1.43
43540-3-72,7.1,,103.92,20.71,246.19,0.16,160.8,1.49
43540-3-72,7.2,,103.77,20.66,249.72,0.16,164.33,1.54
43540-3-72,7.3,,103.61,20.61,252.7,0.17,167.56,1.59
43540-3-72,7.4,first_contact,103.44,20.57,254.98,0.17,170.4,1.62
43540-3-72,7.5,,103.26,20.54,257.19,0.18,172.71,1.67
43540-3-72,7.6,,103.08,20.51,259.04,0.18,174.58,1.7
43540-3-72,7.7,,102.9,20.49,260.66,0.18,176.18,1.72
43540-3-72,7.8,,102.73,20.45,262.11,0.18,177.57,1.74
43540-3-72,7.9,tackle,102.56,20.43,263.29,0.18,178.98,1.75
43540-3-72,8.0,,102.38,20.41,264.54,0.18,180.37,1.76
43540-3-72,8.1,,102.2,20.41,265.67,0.18,181.71,1.78
43540-3-72,8.2,,102.02,20.4,266.7,0.18,183.04,1.79
43540-3-72,8.3,,101.84,20.4,267.64,0.18,184.23,1.8
43540-3-72,8.4,,101.66,20.39,268.28,0.18,185.32,1.8
43540-3-72,8.5,,101.48,20.39,269.02,0.18,186.31,1.82
43540-3-72,8.6,,101.3,20.39,269.77,0.18,187.3,1.82
43540-3-72,8.7,,101.12,20.39,270.78,0.18,188.31,1.83
43540-3-72,8.8,,100.94,20.4,271.4,0.18,189.22,1.85
43540-3-72,8.9,,100.76,20.4,271.92,0.18,189.95,1.86
43540-3-72,9.0,,100.58,20.41,272.11,0.18,190.53,1.87
43540-3-72,9.1,,100.39,20.43,272.44,0.19,190.91,1.88
43540-3-72,9.2,,100.21,20.44,272.71,0.19,191.27,1.89
43540-3-72,9.3,,100.01,20.44,273.14,0.19,191.82,1.9
43540-3-72,9.4,,99.81,20.46,273.56,0.2,192.51,1.91
43540-3-72,9.5,,99.62,20.48,273.84,0.19,193.17,1.91
43540-3-72,9.6,,99.43,20.5,274.09,0.19,193.53,1.92
43540-3-72,9.7,,99.24,20.51,274.32,0.19,193.81,1.92
43540-3-72,9.8,,99.04,20.53,274.53,0.2,194.26,1.93
43540-3-72,9.9,,98.85,20.53,274.88,0.2,194.74,1.94
43540-3-72,10.0,,98.64,20.55,275.17,0.2,195.16,1.94
43540-3-72,10.1,,98.45,20.56,275.64,0.2,195.56,1.95
43540-3-72,10.2,,98.25,20.58,276.41,0.2,195.97,1.95
43540-3-72,10.3,,98.05,20.6,276.88,0.2,196.31,1.94
43540-3-72,10.4,,97.86,20.62,277.21,0.19,196.49,1.94
43540-3-72,10.5,,97.68,20.64,277.43,0.19,196.43,1.94
43540-3-72,10.6,,97.49,20.66,277.81,0.19,196.26,1.94
43540-3-72,10.7,,97.3,20.68,278.33,0.19,196.22,1.93
43540-3-72,10.8,,97.1,20.71,278.85,0.2,196.27,1.93
43540-3-72,10.9,,96.91,20.74,279.23,0.2,196.11,1.93
43540-3-72,11.0,,96.72,20.78,279.58,0.19,195.59,1.92
43540-3-72,11.1,,96.53,20.83,279.73,0.2,194.87,1.91
43540-3-72,11.2,,96.34,20.88,279.94,0.19,194.08,1.91
43540-3-72,11.3,,96.16,20.91,279.87,0.19,193.3,1.9
43540-3-72,11.4,,95.97,20.95,279.64,0.19,192.57,1.9
43540-3-72,11.5,,95.78,20.99,279.48,0.19,191.95,1.89
43540-3-72,11.6,,95.6,21.03,279.45,0.19,191.37,1.89
43540-3-72,11.7,,95.41,21.07,279.25,0.19,190.88,1.88
43540-3-72,11.8,,95.22,21.1,279.07,0.19,190.39,1.87
43540-3-72,11.9,,95.04,21.13,278.69,0.19,189.8,1.86
43540-3-72,12.0,,94.86,21.16,278.1,0.19,189.32,1.86
43540-3-72,12.1,,94.68,21.2,277.63,0.18,189.02,1.85
43540-3-72,12.2,,94.5,21.21,277.13,0.18,188.8,1.85
43540-3-72,12.3,,94.31,21.21,276.68,0.18,188.51,1.84
43540-3-72,12.4,,94.13,21.22,276.27,0.18,188.09,1.83
43540-3-72,12.5,,93.95,21.24,275.96,0.18,187.5,1.83
43540-3-72,12.6,,93.77,21.25,275.68,0.18,186.73,1.82
43540-3-72,12.7,,93.58,21.27,275.17,0.18,185.82,1.81
43540-3-72,12.8,,93.4,21.29,274.59,0.18,184.95,1.8
43540-3-72,12.9,,93.22,21.31,274.04,0.18,183.97,1.79
43540-3-72,13.0,,93.04,21.32,273.32,0.18,182.87,1.78
43540-3-72,13.1,,92.86,21.33,273.02,0.18,181.73,1.77
43540-3-72,13.2,,92.68,21.33,272.89,0.18,180.42,1.76
43540-3-72,13.3,,92.5,21.35,272.4,0.18,179.08,1.75
43540-3-72,13.4,,92.32,21.37,271.82,0.18,177.75,1.74
43540-3-72,13.5,,92.15,21.39,271.15,0.17,176.58,1.73
43540-3-72,13.6,,91.98,21.4,270.35,0.17,175.6,1.72
43540-3-72,13.7,,91.81,21.39,269.84,0.17,174.76,1.71
43540-3-72,13.8,,91.64,21.39,269.46,0.17,174.1,1.7
43540-3-72,13.9,,91.48,21.38,269.11,0.17,173.58,1.69
43540-3-72,14.0,,91.31,21.38,268.85,0.17,173.17,1.68
43540-3-72,14.1,,91.15,21.37,268.69,0.16,172.89,1.67
43540-3-72,14.2,,90.98,21.35,268.48,0.17,172.8,1.65
43540-3-72,14.3,,90.82,21.34,267.85,0.17,172.89,1.64
43540-3-72,14.4,,90.65,21.32,267.61,0.16,173.16,1.64
43540-3-72,14.5,,90.5,21.29,267.65,0.16,173.51,1.63
43540-3-72,14.6,,90.33,21.28,267.78,0.16,174.12,1.62
43540-3-72,14.7,,90.17,21.28,268.01,0.16,174.85,1.61
43540-3-72,14.8,,90.01,21.27,268.38,0.16,175.64,1.6
43540-3-72,14.9,,89.84,21.27,268.37,0.16,176.49,1.58
43540-3-72,15.0,,89.68,21.26,268.27,0.16,177.32,1.56
43540-3-72,15.1,,89.52,21.27,268.4,0.16,178.03,1.54
43540-3-72,15.2,,89.37,21.26,268.69,0.16,178.5,1.52
43540-3-72,15.3,,89.21,21.27,269.15,0.16,178.93,1.5
43540-3-72,15.4,,89.05,21.28,269.77,0.16,179.54,1.48
43540-3-72,15.5,,88.9,21.28,269.96,0.15,180.37,1.45
43540-3-72,15.6,,88.76,21.29,269.98,0.15,181.09,1.41
43540-3-72,15.7,,88.61,21.3,270.16,0.15,181.63,1.38
43540-3-73,0.0,huddle_start_offense,84.85,22.02,357.51,0.0,255.76,0.02
43540-3-73,0.1,,84.85,22.03,1.86,0.0,255.9,0.03
43540-3-73,0.2,,84.85,22.03,7.57,0.0,256.06,0.06
43540-3-73,0.3,,84.85,22.03,10.44,0.0,256.24,0.16
43540-3-73,0.4,,84.85,22.03,11.25,0.0,256.44,0.3
43540-3-73,0.5,,84.85,22.04,12.26,0.0,256.67,0.4
43540-3-73,0.6,,84.85,22.04,13.27,0.0,256.99,0.46
43540-3-73,0.7,,84.85,22.05,14.22,0.01,257.54,0.5
43540-3-73,0.8,,84.85,22.05,15.72,0.01,258.29,0.53
43540-3-73,0.9,,84.85,22.06,17.41,0.01,258.98,0.55
43540-3-73,1.0,,84.86,22.08,19.21,0.02,259.47,0.59
43540-3-73,1.1,,84.87,22.13,20.59,0.06,259.64,0.64
43540-3-73,1.2,,84.91,22.3,21.92,0.17,259.53,0.68
43540-3-73,1.3,,84.96,22.54,23.22,0.25,259.29,0.73
43540-3-73,1.4,huddle_break_offense,85.01,22.73,24.62,0.19,258.68,0.77
43540-3-73,1.5,,85.04,22.83,25.78,0.11,257.46,0.8
43540-3-73,1.6,,85.07,22.9,26.88,0.07,255.84,0.84
43540-3-73,1.7,,85.11,22.94,27.82,0.06,253.78,0.88
43540-3-73,1.8,,85.15,22.98,28.96,0.05,251.0,0.9
43540-3-73,1.9,,85.2,23.03,30.12,0.07,247.32,0.92
43540-3-73,2.0,,85.25,23.1,31.41,0.09,242.9,0.92
43540-3-73,2.1,,85.31,23.17,34.12,0.09,237.91,0.85
43540-3-73,2.2,,85.36,23.24,39.06,0.09,232.59,0.73
43540-3-73,2.3,,85.42,23.29,44.39,0.08,227.2,0.64
43540-3-73,2.4,,85.48,23.34,48.44,0.08,221.77,0.58
43540-3-73,2.5,,85.54,23.4,51.42,0.08,216.23,0.55
43540-3-73,2.6,,85.59,23.45,53.11,0.07,210.85,0.53
